Date/Time,Year,Month,Day,Mean Temp (C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm)
1995/10/7,1995,10,7,4.5,1.816666667,0,1.816666667,0
1995/10/8,1995,10,8,5.05,1.716666667,0,1.716666667,0
1995/10/9,1995,10,9,5.066666667,0.6,0,0.6,0
1995/10/10,1995,10,10,5.15,5.4,0,5.4,0
1995/10/11,1995,10,11,5.766666667,6.5,0,6.5,0
1995/10/12,1995,10,12,6,6.5,0,6.5,0
1995/10/13,1995,10,13,6.033333333,6.5,0,6.5,0
1995/10/14,1995,10,14,6.516666667,6.4,0,6.4,0
1995/10/15,1995,10,15,7.383333333,6.9,0,6.9,0
1995/10/16,1995,10,16,7.95,2.366666667,0,2.366666667,0
1995/10/17,1995,10,17,7.566666667,1.916666667,0,1.916666667,0
1995/10/18,1995,10,18,7.466666667,2.35,0,2.35,0
1995/10/19,1995,10,19,7.116666667,2.35,0,2.35,0
1995/10/20,1995,10,20,5.966666667,2.383333333,0,2.383333333,0
1995/10/21,1995,10,21,4.75,1.666666667,0,1.666666667,0
1995/10/22,1995,10,22,3.1,1.4,0,1.4,0
1995/10/23,1995,10,23,3.066666667,0.75,0,0.75,0
1995/10/24,1995,10,24,3.183333333,0.316666667,0,0.316666667,0
1995/10/25,1995,10,25,3.3,0.75,0,0.75,0
1995/10/26,1995,10,26,3.733333333,0.716666667,0,0.716666667,0
1995/10/27,1995,10,27,3.666666667,0.433333333,0,0.433333333,0
1995/10/28,1995,10,28,3.766666667,0.433333333,0,0.433333333,0
1995/10/29,1995,10,29,2.95,0.433333333,0,0.433333333,0
1995/10/30,1995,10,30,1.366666667,0.433333333,0.05,0.433333333,0
1995/10/31,1995,10,31,0.05,0,0.25,0.066666667,0
1995/11/1,1995,11,1,-1.833333333,0,0.25,0.066666667,0
1995/11/2,1995,11,2,-3.65,0,0.25,0.066666667,0
1995/11/3,1995,11,3,-4.4,0,0.333333333,0.15,0
1995/11/4,1995,11,4,-5.233333333,0,2.666666667,1.8,0
1995/11/5,1995,11,5,-4.733333333,0,2.7,1.833333333,2
1995/11/6,1995,11,6,-4.5,0,2.7,1.9,3.166666667
1995/11/7,1995,11,7,-4.15,0.333333333,3.866666667,3.3,3.8
1995/11/8,1995,11,8,-2.866666667,3.9,4.366666667,7.233333333,6.4
1995/11/9,1995,11,9,-2.383333333,3.9,7.95,9.333333333,7.2
1995/11/10,1995,11,10,-3.166666667,3.9,7.75,9.166666667,9.8
1995/11/11,1995,11,11,-3.883333333,3.9,7.666666667,9.133333333,11.4
1995/11/12,1995,11,12,-3.266666667,3.9,7.466666667,9,13
1995/11/13,1995,11,13,-2.283333333,4.533333333,6.3,8.566666667,13
1995/11/14,1995,11,14,-1.4,1.066666667,5.8,4.733333333,12.33333333
1995/11/15,1995,11,15,0.033333333,1.166666667,2.133333333,2.65,12.16666667
1995/11/16,1995,11,16,3.1,1.166666667,0,1.166666667,10.16666667
1995/11/17,1995,11,17,5.066666667,2.133333333,0,2.133333333,6.833333333
1995/11/18,1995,11,18,6.016666667,2.883333333,0,2.883333333,4.333333333
1995/11/19,1995,11,19,6.433333333,1.916666667,0,1.916666667,2.166666667
1995/11/20,1995,11,20,5.15,1.816666667,0,1.816666667,0.666666667
1995/11/21,1995,11,21,3.366666667,1.716666667,0,1.716666667,0.166666667
1995/11/22,1995,11,22,2.383333333,1.716666667,0,1.716666667,0
1995/11/23,1995,11,23,2.1,2.283333333,0,2.283333333,0
1995/11/24,1995,11,24,1.883333333,3.4,0,3.4,0
1995/11/25,1995,11,25,1.866666667,3.766666667,0,3.766666667,0
1995/11/26,1995,11,26,2.383333333,3.8,0,3.8,0
1995/11/27,1995,11,27,2.5,3.8,0.633333333,4.1,0
1995/11/28,1995,11,28,2.183333333,5.233333333,1.2,5.783333333,0.5
1995/11/29,1995,11,29,1.516666667,9.466666667,1.2,10.01666667,0.5
1995/11/30,1995,11,30,1.316666667,7.6,2.933333333,9.35,0.5
1995/12/1,1995,12,1,0.866666667,7.233333333,4.2,10.05,0.5
1995/12/2,1995,12,2,0.6,7.2,4.666666667,10.25,1.666666667
1995/12/3,1995,12,3,0.816666667,7.2,5.233333333,11.11666667,2.666666667
1995/12/4,1995,12,4,0.366666667,5.766666667,4.7,9.466666667,4.333333333
1995/12/5,1995,12,5,-1.266666667,0,4.7,3.7,6.333333333
1995/12/6,1995,12,6,-4.266666667,0,3.033333333,2.5,8
1995/12/7,1995,12,7,-7.9,0,2.266666667,1.9,9
1995/12/8,1995,12,8,-12.15,0,1.8,1.666666667,9
1995/12/9,1995,12,9,-15.66666667,0,1.933333333,1.6,9
1995/12/10,1995,12,10,-17.71666667,0,4.566666667,3.533333333,9.166666667
1995/12/11,1995,12,11,-17.3,0,4.566666667,3.533333333,11.16666667
1995/12/12,1995,12,12,-15.48333333,0.666666667,5.666666667,5.2,12.66666667
1995/12/13,1995,12,13,-12.66666667,0.9,5.166666667,4.966666667,14.66666667
1995/12/14,1995,12,14,-7.883333333,1.116666667,5.25,5.266666667,15.83333333
1995/12/15,1995,12,15,-3.983333333,1.116666667,3.916666667,4.166666667,17.33333333
1995/12/16,1995,12,16,-2.3,1.116666667,1.25,2.2,17.33333333
1995/12/17,1995,12,17,-2.5,1.116666667,1.25,2.2,15.66666667
1995/12/18,1995,12,18,-2.9,0.45,0.283333333,0.7,14.83333333
1995/12/19,1995,12,19,-3.016666667,0.216666667,0.35,0.466666667,14.33333333
1995/12/20,1995,12,20,-3.866666667,0,0.266666667,0.166666667,14.5
1995/12/21,1995,12,21,-4.75,0,0.266666667,0.166666667,14.5
1995/12/22,1995,12,22,-5,0,0.266666667,0.166666667,14.66666667
1995/12/23,1995,12,23,-5.183333333,0,0.266666667,0.166666667,14.66666667
1995/12/24,1995,12,24,-6.466666667,0,0.066666667,0,14.5
1995/12/25,1995,12,25,-7.933333333,0,0,0,14.16666667
1995/12/26,1995,12,26,-9.683333333,0,0,0,13.83333333
1995/12/27,1995,12,27,-11.48333333,0,0,0,13.5
1995/12/28,1995,12,28,-13.15,0,0,0,13.16666667
1995/12/29,1995,12,29,-13.18333333,0,0.1,0,13
1995/12/30,1995,12,30,-11.9,0,0.166666667,0,13.16666667
1995/12/31,1995,12,31,-10.73333333,0,0.166666667,0,13.33333333
1996/1/1,1996,1,1,-8.983333333,0,0.233333333,0,13.4
1996/1/2,1996,1,2,-6.983333333,0,2.616666667,2.233333333,13.8
1996/1/3,1996,1,3,-5.033333333,0,3.333333333,2.666666667,16.6
1996/1/4,1996,1,4,-5.95,0,3.233333333,2.666666667,19.4
1996/1/5,1996,1,5,-8.783333333,0,3.2,2.666666667,21.6
1996/1/6,1996,1,6,-10.53333333,0,3.3,2.7,23.8
1996/1/7,1996,1,7,-10.95,0.166666667,4.133333333,3.333333333,23.5
1996/1/8,1996,1,8,-10.26666667,0.166666667,1.75,1.1,24.83333333
1996/1/9,1996,1,9,-9.533333333,0.166666667,1.033333333,0.666666667,23.66666667
1996/1/10,1996,1,10,-6.866666667,0.166666667,1.033333333,0.666666667,22.33333333
1996/1/11,1996,1,11,-2.433333333,0.166666667,1,0.666666667,21.16666667
1996/1/12,1996,1,12,0.45,0.166666667,0.9,0.633333333,20
1996/1/13,1996,1,13,1.75,0.3,1.333333333,0.966666667,19.33333333
1996/1/14,1996,1,14,0.65,0.766666667,3.9,3.3,19
1996/1/15,1996,1,15,-0.083333333,1.2,4.366666667,3.933333333,19.66666667
1996/1/16,1996,1,16,-2.683333333,1.2,5.183333333,4.533333333,20
1996/1/17,1996,1,17,-6.583333333,1.2,5.183333333,4.533333333,20.5
1996/1/18,1996,1,18,-10.53333333,1.2,5.25,4.533333333,21
1996/1/19,1996,1,19,-13.96666667,0.9,4.083333333,3.6,21.5
1996/1/20,1996,1,20,-15.61666667,0.433333333,3.516666667,2.466666667,21.66666667
1996/1/21,1996,1,21,-17.28333333,0,3.05,1.833333333,22.5
1996/1/22,1996,1,22,-18.45,0,2.3,1.233333333,23.83333333
1996/1/23,1996,1,23,-17.4,0,2.75,1.65,25.16666667
1996/1/24,1996,1,24,-16.01666667,0,2.683333333,1.65,26.5
1996/1/25,1996,1,25,-16.21666667,0,2.516666667,1.616666667,27.66666667
1996/1/26,1996,1,26,-16.33333333,0,0.516666667,0.416666667,28.33333333
1996/1/27,1996,1,27,-17.26666667,0,1.016666667,0.633333333,26.83333333
1996/1/28,1996,1,28,-18.08333333,0,1.05,0.666666667,25.33333333
1996/1/29,1996,1,29,-20.55,0,0.6,0.25,23.5
1996/1/30,1996,1,30,-22.9,0,0.6,0.25,21.66666667
1996/1/31,1996,1,31,-23.66666667,0,0.6,0.25,20
1996/2/1,1996,2,1,-24.68333333,0,0.6,0.25,18.66666667
1996/2/2,1996,2,2,-25.15,0,0.1,0.033333333,18.33333333
1996/2/3,1996,2,3,-24.5,0,0.333333333,0.133333333,18
1996/2/4,1996,2,4,-22.43333333,0,0.633333333,0.233333333,18.33333333
1996/2/5,1996,2,5,-18.23333333,0.533333333,1.533333333,1.6,18.83333333
1996/2/6,1996,2,6,-13.88333333,0.866666667,1.933333333,2.4,19.5
1996/2/7,1996,2,7,-9.483333333,0.866666667,2.433333333,2.9,19.83333333
1996/2/8,1996,2,8,-5.15,4.833333333,2.766666667,7.2,19.83333333
1996/2/9,1996,2,9,-0.983333333,4.933333333,2.55,7.25,19.83333333
1996/2/10,1996,2,10,0.45,4.933333333,2.25,7.15,19.33333333
1996/2/11,1996,2,11,-0.45,4.4,1.35,5.783333333,18.66666667
1996/2/12,1996,2,12,-1.7,4.066666667,0.95,4.983333333,17.66666667
1996/2/13,1996,2,13,-2.666666667,4.066666667,0.45,4.483333333,17
1996/2/14,1996,2,14,-3,0.1,0.116666667,0.183333333,16.5
1996/2/15,1996,2,15,-3.783333333,0,0,0,15.83333333
1996/2/16,1996,2,16,-2.666666667,0,0,0,15.33333333
1996/2/17,1996,2,17,-1.533333333,0.1,0,0.1,14
1996/2/18,1996,2,18,0.25,0.233333333,0,0.233333333,12.5
1996/2/19,1996,2,19,0.95,0.233333333,0,0.233333333,10.5
1996/2/20,1996,2,20,1,0.233333333,0.866666667,1.1,8.5
1996/2/21,1996,2,21,1.30E+00,0.233333333,1.716666667,1.8,6.833333333
1996/2/22,1996,2,22,1,0.233333333,2.75,2.616666667,5.166666667
1996/2/23,1996,2,23,0.816666667,0.133333333,3.35,2.883333333,5.166666667
1996/2/24,1996,2,24,-1.566666667,0,3.35,2.75,5.833333333
1996/2/25,1996,2,25,-4.2,0,3.35,2.75,6.333333333
1996/2/26,1996,2,26,-7.05,0,2.516666667,1.916666667,6.833333333
1996/2/27,1996,2,27,-9.816666667,0,1.666666667,1.216666667,7.166666667
1996/2/28,1996,2,28,-11.93333333,0,0.633333333,0.4,7.5
1996/2/29,1996,2,29,-13.4,0,0.033333333,0.033333333,7
1996/3/1,1996,3,1,-13.3,0,0.033333333,0.033333333,6.166666667
1996/3/2,1996,3,2,-12.43333333,0,0.116666667,0.116666667,5.833333333
1996/3/3,1996,3,3,-11.25,0,0.583333333,0.45,5.666666667
1996/3/4,1996,3,4,-10.9,0,0.583333333,0.45,5.833333333
1996/3/5,1996,3,5,-10.88333333,0,0.583333333,0.45,6
1996/3/6,1996,3,6,-11.28333333,0,0.65,0.483333333,6
1996/3/7,1996,3,7,-11.75,0,0.65,0.483333333,5.833333333
1996/3/8,1996,3,8,-11.16666667,0,0.6,0.4,5.833333333
1996/3/9,1996,3,9,-8.966666667,0,0.1,0.033333333,5.666666667
1996/3/10,1996,3,10,-5.433333333,0.05,0.1,0.083333333,5
1996/3/11,1996,3,11,-2.133333333,0.083333333,0.1,0.116666667,4.166666667
1996/3/12,1996,3,12,0.75,0.183333333,0.033333333,0.183333333,3.333333333
1996/3/13,1996,3,13,3.333333333,0.183333333,0.033333333,0.183333333,2.5
1996/3/14,1996,3,14,4.75,0.683333333,0,0.683333333,1.666666667
1996/3/15,1996,3,15,4.966666667,0.683333333,0,0.683333333,1
1996/3/16,1996,3,16,4.283333333,0.633333333,0,0.633333333,0.5
1996/3/17,1996,3,17,3.7,0.6,0,0.6,0.166666667
1996/3/18,1996,3,18,3.316666667,0.5,0,0.5,0
1996/3/19,1996,3,19,2.566666667,0.5,0.1,0.566666667,0
1996/3/20,1996,3,20,2.266666667,0.083333333,0.15,0.2,0
1996/3/21,1996,3,21,1.683333333,0.083333333,0.283333333,0.266666667,0
1996/3/22,1996,3,22,1.183333333,0.083333333,0.383333333,0.266666667,0
1996/3/23,1996,3,23,-0.683333333,0.083333333,0.383333333,0.266666667,0
1996/3/24,1996,3,24,-2.65,0.083333333,0.383333333,0.266666667,0
1996/3/25,1996,3,25,-4.016666667,0.083333333,0.283333333,0.2,0
1996/3/26,1996,3,26,-4.983333333,0,0.233333333,0.066666667,0
1996/3/27,1996,3,27,-6.45,0,0.1,0,0
1996/3/28,1996,3,28,-7.533333333,0,0,0,0
1996/3/29,1996,3,29,-6.9,0,0.783333333,0.65,0
1996/3/30,1996,3,30,-6.083333333,0,1.15,0.816666667,0.666666667
1996/3/31,1996,3,31,-4.883333333,0,2.05,1.45,1
1996/4/1,1996,4,1,-4.45,0.433333333,2.05,1.883333333,1.666666667
1996/4/2,1996,4,2,-2.633333333,0.5,2.05,1.95,1.666666667
1996/4/3,1996,4,3,-1.233333333,0.5,2.083333333,1.95,1.666666667
1996/4/4,1996,4,4,0.05,0.5,1.3,1.3,1.666666667
1996/4/5,1996,4,5,1.95,0.5,0.933333333,1.133333333,1
1996/4/6,1996,4,6,4.15,0.5,0.033333333,0.5,0.666666667
1996/4/7,1996,4,7,5.916666667,0.066666667,0.033333333,0.066666667,0
1996/4/8,1996,4,8,6.85,0,0.033333333,0,0
1996/4/9,1996,4,9,8.083333333,0.05,0,0.05,0
1996/4/10,1996,4,10,8.716666667,0.333333333,0.9,0.916666667,0
1996/4/11,1996,4,11,8.233333333,0.383333333,0.9,0.966666667,0.833333333
1996/4/12,1996,4,12,6.616666667,0.483333333,0.9,1.066666667,0.833333333
1996/4/13,1996,4,13,5.916666667,0.483333333,0.9,1.066666667,0.833333333
1996/4/14,1996,4,14,5.116666667,0.483333333,0.9,1.066666667,0.833333333
1996/4/15,1996,4,15,4.733333333,0.566666667,0.9,1.15,0.833333333
1996/4/16,1996,4,16,4.9,0.616666667,0,0.616666667,0.833333333
1996/4/17,1996,4,17,5.65,0.833333333,0,0.833333333,0
1996/4/18,1996,4,18,5.95,0.733333333,0,0.733333333,0
1996/4/19,1996,4,19,5.933333333,0.733333333,0.066666667,0.733333333,0
1996/4/20,1996,4,20,5.733333333,0.833333333,0.066666667,0.833333333,0
1996/4/21,1996,4,21,4.916666667,1.433333333,1.066666667,2.1,0
1996/4/22,1996,4,22,4.633333333,1.216666667,1.066666667,1.883333333,0
1996/4/23,1996,4,23,4.233333333,5.466666667,1.066666667,6.133333333,0
1996/4/24,1996,4,24,4.116666667,5.883333333,1.566666667,6.933333333,0
1996/4/25,1996,4,25,4.216666667,5.883333333,1.716666667,7.05,0
1996/4/26,1996,4,26,4.4,5.783333333,1.8,6.95,0
1996/4/27,1996,4,27,4.766666667,5.05,0.8,5.55,0
1996/4/28,1996,4,28,4.5,4.933333333,0.8,5.433333333,0
1996/4/29,1996,4,29,5.133333333,0.416666667,0.8,0.916666667,0
1996/4/30,1996,4,30,5.283333333,0,0.3,0.116666667,0
1996/5/1,1996,5,1,4.816666667,0.066666667,0.8,0.783333333,0
1996/5/2,1996,5,2,4.633333333,0.066666667,0.816666667,0.883333333,0.166666667
1996/5/3,1996,5,3,3.9,0.066666667,2.783333333,2.85,0.166666667
1996/5/4,1996,5,4,3.95,0.366666667,2.783333333,3.15,1
1996/5/5,1996,5,5,3.566666667,0.366666667,2.783333333,3.15,1
1996/5/6,1996,5,6,3.433333333,0.716666667,2.833333333,3.55,1
1996/5/7,1996,5,7,2.75,0.65,5.6,6.25,1
1996/5/8,1996,5,8,1.966666667,0.65,5.5,6.15,3.833333333
1996/5/9,1996,5,9,1.95,0.65,3.533333333,4.183333333,4.833333333
1996/5/10,1996,5,10,1.933333333,1.05,3.533333333,4.583333333,4.166666667
1996/5/11,1996,5,11,1.633333333,1.15,3.533333333,4.683333333,4.166666667
1996/5/12,1996,5,12,2.666666667,0.866666667,3.483333333,4.35,4.166666667
1996/5/13,1996,5,13,4.416666667,0.983333333,0,0.983333333,4.166666667
1996/5/14,1996,5,14,6.3,1.266666667,0,1.266666667,1.166666667
1996/5/15,1996,5,15,7.6,1.566666667,0,1.566666667,0.166666667
1996/5/16,1996,5,16,8.733333333,0.866666667,0,0.866666667,0
1996/5/17,1996,5,17,9.533333333,1.3,0,1.3,0
1996/5/18,1996,5,18,9.7,1.233333333,0,1.233333333,0
1996/5/19,1996,5,19,9.783333333,1.15,0,1.15,0
1996/5/20,1996,5,20,9.5,0.9,0,0.9,0
1996/5/21,1996,5,21,9.383333333,0.6,0,0.6,0
1996/5/22,1996,5,22,8.966666667,5.383333333,0,5.383333333,0
1996/5/23,1996,5,23,8.5,4.883333333,0,4.883333333,0
1996/5/24,1996,5,24,8.066666667,4.883333333,0,4.883333333,0
1996/5/25,1996,5,25,8.233333333,5.683333333,0,5.683333333,0
1996/5/26,1996,5,26,8.55,5.65,0,5.65,0
1996/5/27,1996,5,27,9.183333333,6.716666667,0,6.716666667,0
1996/5/28,1996,5,28,9.166666667,2.833333333,0,2.833333333,0
1996/5/29,1996,5,29,9.633333333,2.9,0,2.9,0
1996/5/30,1996,5,30,9.3,3.266666667,0,3.266666667,0
1996/5/31,1996,5,31,8.683333333,2.666666667,0,2.666666667,0
1996/6/1,1996,6,1,8.816666667,2.666666667,0,2.666666667,0
1996/6/2,1996,6,2,9.2,1.6,0,1.6,0
1996/6/3,1996,6,3,10,2.1,0,2.1,0
1996/6/4,1996,6,4,10.55,2.533333333,0,2.533333333,0
1996/6/5,1996,6,5,11.26666667,2.166666667,0,2.166666667,0
1996/6/6,1996,6,6,11.95,1.933333333,0,1.933333333,0
1996/6/7,1996,6,7,12.71666667,1.933333333,0,1.933333333,0
1996/6/8,1996,6,8,13.45,1.933333333,0,1.933333333,0
1996/6/9,1996,6,9,13.43333333,0.533333333,0,0.533333333,0
1996/6/10,1996,6,10,13.48333333,0,0,0,0
1996/6/11,1996,6,11,14.21666667,0,0,0,0
1996/6/12,1996,6,12,14.15,0,0,0,0
1996/6/13,1996,6,13,13.71666667,0,0,0,0
1996/6/14,1996,6,14,13.1,0,0,0,0
1996/6/15,1996,6,15,13.45,0,0,0,0
1996/6/16,1996,6,16,13.76666667,1.233333333,0,1.233333333,0
1996/6/17,1996,6,17,13.51666667,1.383333333,0,1.383333333,0
1996/6/18,1996,6,18,12.63333333,1.416666667,0,1.416666667,0
1996/6/19,1996,6,19,12.26666667,1.416666667,0,1.416666667,0
1996/6/20,1996,6,20,11.73333333,1.416666667,0,1.416666667,0
1996/6/21,1996,6,21,11.11666667,2.35,0,2.35,0
1996/6/22,1996,6,22,9.966666667,1.783333333,0,1.783333333,0
1996/6/23,1996,6,23,9.433333333,4,0,4,0
1996/6/24,1996,6,24,10.2,4.516666667,0,4.516666667,0
1996/6/25,1996,6,25,10.3,4.516666667,0,4.516666667,0
1996/6/26,1996,6,26,10.86666667,4.8,0,4.8,0
1996/6/27,1996,6,27,11.15,4.933333333,0,4.933333333,0
1996/6/28,1996,6,28,11.95,4.466666667,0,4.466666667,0
1996/6/29,1996,6,29,12.65,2.1,0,2.1,0
1996/6/30,1996,6,30,13.26666667,1.55,0,1.55,0
1996/7/1,1996,7,1,13.86666667,1.55,0,1.55,0
1996/7/2,1996,7,2,14.51666667,1.266666667,0,1.266666667,0
1996/7/3,1996,7,3,15.58333333,0.233333333,0,0.233333333,0
1996/7/4,1996,7,4,16.35,0.533333333,0,0.533333333,0
1996/7/5,1996,7,5,16.25,0.533333333,0,0.533333333,0
1996/7/6,1996,7,6,15.91666667,0.533333333,0,0.533333333,0
1996/7/7,1996,7,7,15.55,0.533333333,0,0.533333333,0
1996/7/8,1996,7,8,15.08333333,0.533333333,0,0.533333333,0
1996/7/9,1996,7,9,14.75,1.533333333,0,1.533333333,0
1996/7/10,1996,7,10,14.51666667,1.033333333,0,1.033333333,0
1996/7/11,1996,7,11,14.53333333,1.033333333,0,1.033333333,0
1996/7/12,1996,7,12,15.21666667,1.033333333,0,1.033333333,0
1996/7/13,1996,7,13,15.8,1.033333333,0,1.033333333,0
1996/7/14,1996,7,14,16.23333333,1.033333333,0,1.033333333,0
1996/7/15,1996,7,15,16.43333333,0,0,0,0
1996/7/16,1996,7,16,16.93333333,0,0,0,0
1996/7/17,1996,7,17,17.75,1.133333333,0,1.133333333,0
1996/7/18,1996,7,18,17.36666667,1.466666667,0,1.466666667,0
1996/7/19,1996,7,19,15.98333333,2.166666667,0,2.166666667,0
1996/7/20,1996,7,20,14.93333333,2.166666667,0,2.166666667,0
1996/7/21,1996,7,21,14.4,2.166666667,0,2.166666667,0
1996/7/22,1996,7,22,13.65,2.166666667,0,2.166666667,0
1996/7/23,1996,7,23,13.41666667,1.033333333,0,1.033333333,0
1996/7/24,1996,7,24,14.23333333,1.016666667,0,1.016666667,0
1996/7/25,1996,7,25,15.68333333,1.95,0,1.95,0
1996/7/26,1996,7,26,16.75,2.566666667,0,2.566666667,0
1996/7/27,1996,7,27,17.43333333,2.566666667,0,2.566666667,0
1996/7/28,1996,7,28,18.41666667,2.566666667,0,2.566666667,0
1996/7/29,1996,7,29,18.58333333,3.4,0,3.4,0
1996/7/30,1996,7,30,18.83333333,4.116666667,0,4.116666667,0
1996/7/31,1996,7,31,19.1,2.483333333,0,2.483333333,0
1996/8/1,1996,8,1,18.81666667,1.866666667,0,1.866666667,0
1996/8/2,1996,8,2,17.73333333,1.916666667,0,1.916666667,0
1996/8/3,1996,8,3,16.16666667,1.983333333,0,1.983333333,0
1996/8/4,1996,8,4,14.85,1.583333333,0,1.583333333,0
1996/8/5,1996,8,5,13.21666667,0.933333333,0,0.933333333,0
1996/8/6,1996,8,6,11.98333333,0.933333333,0,0.933333333,0
1996/8/7,1996,8,7,11.53333333,0.933333333,0,0.933333333,0
1996/8/8,1996,8,8,11.96666667,0.883333333,0,0.883333333,0
1996/8/9,1996,8,9,13,0.816666667,0,0.816666667,0
1996/8/10,1996,8,10,14.2,0.383333333,0,0.383333333,0
1996/8/11,1996,8,11,15.63333333,0,0,0,0
1996/8/12,1996,8,12,17.08333333,0,0,0,0
1996/8/13,1996,8,13,17.55,0,0,0,0
1996/8/14,1996,8,14,17.6,0,0,0,0
1996/8/15,1996,8,15,17.68333333,0,0,0,0
1996/8/16,1996,8,16,17.46666667,0,0,0,0
1996/8/17,1996,8,17,17.2,0,0,0,0
1996/8/18,1996,8,18,15.76666667,0,0,0,0
1996/8/19,1996,8,19,15,0,0,0,0
1996/8/20,1996,8,20,14.26666667,0,0,0,0
1996/8/21,1996,8,21,13.03333333,0,0,0,0
1996/8/22,1996,8,22,12.56666667,0,0,0,0
1996/8/23,1996,8,23,12.41666667,0,0,0,0
1996/8/24,1996,8,24,13.33333333,0,0,0,0
1996/8/25,1996,8,25,14.43333333,0,0,0,0
1996/8/26,1996,8,26,15.25,0,0,0,0
1996/8/27,1996,8,27,16.58333333,0,0,0,0
1996/8/28,1996,8,28,17.55,0,0,0,0
1996/8/29,1996,8,29,17.86666667,0,0,0,0
1996/8/30,1996,8,30,18.08333333,0,0,0,0
1996/8/31,1996,8,31,17.9,0.15,0,0.15,0
1996/9/1,1996,9,1,17,0.15,0,0.15,0
1996/9/2,1996,9,2,15.58333333,0.183333333,0,0.183333333,0
1996/9/3,1996,9,3,13.86666667,0.8,0,0.8,0
1996/9/4,1996,9,4,12.25,1.633333333,0,1.633333333,0
1996/9/5,1996,9,5,10.53333333,1.733333333,0,1.733333333,0
1996/9/6,1996,9,6,9.05,1.583333333,0,1.583333333,0
1996/9/7,1996,9,7,8.966666667,1.583333333,0,1.583333333,0
1996/9/8,1996,9,8,9.616666667,2.033333333,0,2.033333333,0
1996/9/9,1996,9,9,10.11666667,1.833333333,0,1.833333333,0
1996/9/10,1996,9,10,10.93333333,1,0,1,0
1996/9/11,1996,9,11,12.13333333,0.9,0,0.9,0
1996/9/12,1996,9,12,13.25,0.933333333,0,0.933333333,0
1996/9/13,1996,9,13,14.16666667,1.016666667,0,1.016666667,0
1996/9/14,1996,9,14,13.95,0.616666667,0,0.616666667,0
1996/9/15,1996,9,15,13.13333333,0.4,0,0.4,0
1996/9/16,1996,9,16,12.45,0.566666667,0,0.566666667,0
1996/9/17,1996,9,17,11.05,4.266666667,0,4.266666667,0
1996/9/18,1996,9,18,9.45,4.533333333,0,4.533333333,0
1996/9/19,1996,9,19,8.2,4.45,0,4.45,0
1996/9/20,1996,9,20,6.983333333,5.1,0,5.1,0
1996/9/21,1996,9,21,6.8,5.75,0,5.75,0
1996/9/22,1996,9,22,5.966666667,5.583333333,0,5.583333333,0
1996/9/23,1996,9,23,5.733333333,1.883333333,0,1.883333333,0
1996/9/24,1996,9,24,5.433333333,1.583333333,0,1.583333333,0
1996/9/25,1996,9,25,4.733333333,1.583333333,0,1.583333333,0
1996/9/26,1996,9,26,4.466666667,0.85,0,0.85,0
1996/9/27,1996,9,27,4.683333333,0,0,0,0
1996/9/28,1996,9,28,6.416666667,0,0,0,0
1996/9/29,1996,9,29,7.416666667,0.316666667,0,0.316666667,0
1996/9/30,1996,9,30,8.183333333,1,0,1,0
1996/10/1,1996,10,1,8.3,1,0,1,0
1996/10/2,1996,10,2,8.583333333,1,0,1,0
1996/10/3,1996,10,3,8.766666667,1,0,1,0
1996/10/4,1996,10,4,7.783333333,1.366666667,0,1.366666667,0
1996/10/5,1996,10,5,7.75,1.05,0,1.05,0
1996/10/6,1996,10,6,7.75,0.366666667,0,0.366666667,0
1996/10/7,1996,10,7,8.3,0.366666667,0,0.366666667,0
1996/10/8,1996,10,8,8.866666667,0.366666667,0,0.366666667,0
1996/10/9,1996,10,9,8.95,0.366666667,0,0.366666667,0
1996/10/10,1996,10,10,9.116666667,0,0,0,0
1996/10/11,1996,10,11,9.05,0.216666667,0,0.216666667,0
1996/10/12,1996,10,12,9.383333333,0.416666667,0,0.416666667,0
1996/10/13,1996,10,13,9.1,0.616666667,0,0.616666667,0
1996/10/14,1996,10,14,8.516666667,1.55,0,1.55,0
1996/10/15,1996,10,15,7.783333333,1.55,0,1.55,0
1996/10/16,1996,10,16,6.483333333,1.55,0.833333333,2.25,0
1996/10/17,1996,10,17,4.133333333,1.333333333,3.466666667,4.266666667,0
1996/10/18,1996,10,18,2.75,1.133333333,3.983333333,4.416666667,2.166666667
1996/10/19,1996,10,19,1.766666667,0.933333333,3.983333333,4.216666667,2.333333333
1996/10/20,1996,10,20,1.05,0,3.983333333,3.283333333,2.333333333
1996/10/21,1996,10,21,-0.266666667,0,5.183333333,4.15,2.333333333
1996/10/22,1996,10,22,-0.233333333,0,4.35,3.45,2.833333333
1996/10/23,1996,10,23,0.1,0,2.05,1.4,2.833333333
1996/10/24,1996,10,24,0.25,0,1.533333333,1.05,0.666666667
1996/10/25,1996,10,25,0.166666667,0,1.533333333,1.05,0.5
1996/10/26,1996,10,26,-0.316666667,0,1.533333333,1.05,0.5
1996/10/27,1996,10,27,-0.116666667,0,0.333333333,0.183333333,0.5
1996/10/28,1996,10,28,-0.033333333,0.566666667,0.333333333,0.75,0
1996/10/29,1996,10,29,-0.3,0.566666667,0,0.566666667,0
1996/10/30,1996,10,30,-1.333333333,0.566666667,0,0.566666667,0
1996/10/31,1996,10,31,-2.116666667,0.566666667,0,0.566666667,0
1996/11/1,1996,11,1,-2.4,0.566666667,0,0.566666667,0
